area,perimeter,circularity_ratio,eccentricity,major_axis_length,minor_axis_length,convex_area,solidity,equivalent_diameter_area,spatial_frequency_1,spatial_frequency_2,hu_moment_1,hu_moment_2,hu_moment_3,hu_moment_4,hu_moment_5,hu_moment_6,hu_moment_7,contrast,dissimilarity,homogeneity,energy,correlation,ASM,mean_hue_hsv,std_hue_hsv,mean_sat_hsv,std_sat_hsv,mean_hue_LCH,std_hue_LCH,mean_sat_LCH,std_sat_LCH,mean_luminance,std_sat_lab,class
19080.0,728.6244584051392,0.4516270285965154,0.5471121012855525,175.51627390341915,146.91753743556941,22139.0,0.8618275441528525,155.86343546049184,52.78114659230517,118.48511594829064,0.0015146633472394983,1.5639627460833772e-09,7.559445490257381e-13,4.84284743977909e-12,4.194984876858457e-24,1.4205095227343837e-16,-8.262105214026918e-24,11.656863914118858,1.8731798092709966,0.5711298484488242,0.09562270931476163,0.9978266965407753,0.009175299311585467,83.90693688243597,30.473776413090388,75.80019493177387,32.539526255528685,46.678253,2.3177314,10.13005,3.9640977,140.15510519594005,0.2491,1
19067.0,722.6244584051392,0.4588450861498602,0.5496671865049491,175.61909691200702,146.70933705021335,22053.0,0.864598920781753,155.81032828238745,69.93015122932961,112.18943590369919,0.001513431143618617,1.4833149649802118e-09,1.0021511455964018e-12,6.106109512501014e-12,7.145573729166694e-24,1.715661733753408e-16,-1.3307674552613425e-23,11.675691993756953,1.873722103849379,0.5704978070845622,0.09453021782812272,0.9978231159561705,0.008969763850074395,84.33635813672112,30.70403076363685,76.02245076292263,32.44692928201841,46.663643,2.3071964,10.010196,4.02967,140.14693822679303,0.2534,1
17.0,14.242640687119284,1.0479536510792233,0.834937198069365,6.44656416044595,3.547835853725054,18.0,0.9444444444444444,4.652426491681278,96.56627474604603,112.18943590369919,0.001513433410863881,1.5368357341422712e-09,1.0353836114798618e-12,5.9758602067813935e-12,4.017908230431759e-24,1.430249925846688e-16,-1.431121144574091e-23,11.646701292157555,1.8676167509555481,0.5738074635929366,0.09702947209529972,0.9978270282894183,0.009445292777282385,84.65228204611145,30.51551346683445,75.75623445587148,32.51097248011442,46.652164,2.2986078,10.015147,4.0178466,140.12011830342138,0.2527,1
14252.0,593.3624817342638,0.5086795510380743,0.675524727819571,162.47619775081768,119.79976626703571,16106.0,0.8848876195206755,134.70786907811117,38.91820298110626,113.18964431519242,0.0015553208298322552,7.275213760493207e-08,3.416083480994026e-11,5.036493925006094e-11,2.0520506428209e-21,-1.1813317176204271e-14,-3.9163289697348864e-22,13.834036079455856,2.4312342537123017,0.4263093202283952,0.0501211221756934,0.9976526386422079,0.002521870786673332,76.03489583333334,33.61290412843678,76.78270833333333,37.810931413172,47.117546,2.5311525,9.877078,3.8664157,128.01828125,0.243,1
14813.0,615.1614716074871,0.49189621955948915,0.6553486471081382,163.32028452392078,123.36014203790941,16686.0,0.8877502097566823,137.33352604576191,27.725887222397812,112.83814141876228,0.0015673926674452839,4.4916017231993595e-08,4.650859722992401e-11,5.201640637649356e-11,2.213740001519438e-21,-9.719338962013534e-15,-1.2825863552816258e-21,14.473386108733816,2.5168506673873594,0.41021376875775317,0.045145897674645274,0.9974731213451938,0.0020470218024025173,76.45772727272727,33.67094528597129,76.505,37.69463396221609,47.098118,2.5042257,9.869102,3.8678231,127.38292929292929,0.2432,1
19067.0,722.6244584051392,0.4588450861498602,0.5487319201692002,175.58240220209075,146.78660258190266,22121.0,0.8619411419013607,155.81032828238745,95.4136924893133,112.408017314343,0.0015134566290283657,1.4853618999514847e-09,1.000874800431427e-12,6.10299796325934e-12,7.110570161467932e-24,1.7134426921513404e-16,1.3302423655278873e-23,11.666082598515217,1.8728889108154538,0.571008374759392,0.09539503140928461,0.997825022846816,0.0091329488119619,84.16743967197688,30.72291905803334,75.93258049337904,32.44518894315807,46.66287,2.3051414,10.005867,4.0217953,140.13594810781743,0.2527,1
17.0,14.242640687119284,1.0479536510792233,0.834937198069365,6.44656416044595,3.5478358537250534,18.0,0.9444444444444444,4.652426491681278,81.55074887811439,110.9815216979044,0.0015134515235075688,1.5356791656061568e-09,1.0325570862693602e-12,5.978232416356834e-12,4.019268727323488e-24,1.428891092249352e-16,1.4298921917417404e-23,11.661442670040309,1.8687341365359211,0.5735797630312413,0.09658831560332422,0.9978244027172257,0.009359963386440278,83.88246958392149,30.42225299102023,75.79441419641057,32.579170446259674,46.666897,2.2923813,10.022995,4.0292892,140.13235195267862,0.2534,1
17.0,14.242640687119284,1.0479536510792233,0.834937198069365,6.44656416044595,3.5478358537250534,18.0,0.9444444444444444,4.652426491681278,78.63651265448651,117.10143844404854,0.0015145808978486318,1.6391230721328257e-09,7.772666064824805e-13,4.798609442451907e-12,2.3300737036891874e-24,1.179471861794527e-16,8.969701192217209e-24,11.644869975225683,1.8643194489821209,0.57467004335341,0.09768025514862091,0.9978269166593041,0.009570030016466708,84.96924783222424,30.523920374939927,75.841668347113,32.622506118900375,46.65014,2.3227742,10.069677,4.0374117,140.15160986758082,0.254,1
2.0,0.0,25.132741228718345,1.0,2.0,0.0,2.0,1.0,1.5957691216057308,81.20886021092838,116.10269937832976,0.0012028118099236518,2.6364517422027816e-08,2.43243181440922e-12,4.0366354157478347e-13,-2.505860043389818e-25,1.7349799026905607e-17,3.117675700926157e-25,68.39104340236821,4.5509513032837186,0.3112217053543742,0.03559007617766188,0.9836887014027841,0.0012766144403219405,79.37020833333334,39.72233987412681,38.55383928571428,41.081001070450576,45.72441,3.022825,6.8006363,3.5660684,162.5130357142857,0.2242,1
17130.0,1758.179941039466,0.0696370627704162,0.5304793815882078,176.58017048303452,149.6866288729485,22806.0,0.7511181268087346,147.68410002878895,47.95790545596741,113.18964431519242,0.001203718806735825,3.1365888483410526e-08,2.2063636549471144e-12,5.10121042434395e-13,-4.609548173841676e-25,4.128312218339035e-17,2.8355853140816146e-25,68.28313538467116,4.545998698320501,0.3111400223351354,0.0355481601797224,0.9836939072328186,0.0012742470072697597,79.17685069382408,39.553321852919765,38.50655112858079,41.00889537277038,45.734997,3.000941,6.808227,3.5561807,162.55062235721516,0.2236,1
17128.0,1775.8306986345485,0.06825166680342104,0.5297336409522538,176.49280533469263,149.6948540179787,22827.0,0.7503395102291146,147.67547840526493,65.16193076042964,116.81283314746796,0.0012021068377831333,3.3642484031636594e-08,2.0680889222416557e-12,8.38295173114072e-13,-1.1032476473652568e-24,1.0611531750054009e-16,3.4074464845574975e-26,68.68215030171791,4.546544874132451,0.31419766063990895,0.03572335338163406,0.9836100916291584,0.0012862970655301738,79.53329778409764,39.50918869864219,38.557560137457045,41.037151324828606,45.69541,3.0232575,6.7876735,3.469025,162.77470671880553,0.218,1
34.0,20.071067811865476,1.0579645101894999,0.7263211701745067,8.240975201025838,5.664479476181121,40.0,0.85,6.579524642479541,93.07920700315046,110.02516421089454,0.0011994874890984253,3.071755582822846e-08,2.133974663603048e-12,8.247951846981631e-13,-1.0901285319980207e-24,9.599852607060911e-17,9.48033679143351e-26,68.32955539089508,4.5488095523540295,0.31239442614473545,0.03556427023810839,0.9836962698282536,0.0012757777851879373,79.31593519882179,39.58319040406273,38.37740795287187,40.988703236217916,45.682827,3.0096323,6.770258,3.5182347,163.0116347569956,0.2212,1
12180.0,1320.5676759431467,0.08776787387245848,0.7138719765673082,164.49831055249837,115.19425708028352,14416.0,0.8448945615982242,124.53135209606569,47.95790545596741,111.29040814645387,0.0011950078494712925,1.2912315293562296e-09,5.661845208029407e-12,1.1906834951214898e-11,-1.848150692345957e-23,8.365745584410439e-17,-9.599996360288862e-23,100.62025043916972,6.000749966217711,0.24812866035457362,0.025327029636366096,0.9778482666869158,0.0006461854363110763,67.51215351812367,42.99095905165554,43.22372068230277,47.617071554509856,46.066338,3.241151,7.002822,3.7873194,152.17473347547974,0.238,1
15100.0,1490.5981592151961,0.08540149134085062,0.41324252606874395,157.9085814750405,143.79487115235193,18302.0,0.8250464430116927,138.6575534383214,95.24347869595513,102.1189094780116,0.001294794462188459,6.306794607855289e-10,2.3861029235605048e-12,2.898147669615954e-12,4.579917371673913e-24,2.7837115092655154e-17,-6.091599087593136e-24,129.82805106376645,7.202613320721285,0.20489821282904058,0.020437551416430354,0.9610507136135562,0.0004197281229122242,71.53786666666667,39.166385098335425,43.300133333333335,47.14284779009431,46.46639,3.3524737,6.7671676,3.9304368,146.9984888888889,0.2471,1
17133.0,1748.7301935711603,0.07040403004951655,0.5306237722947514,176.5004940538906,149.60313608138367,22733.0,0.7536620771565565,147.6970315204322,88.61633597686627,109.77875452313373,0.0012061367832969894,2.6862768885546668e-08,2.4378747281451005e-12,4.546155736031009e-13,-3.641531631066974e-25,2.8143098510030457e-17,-3.105637879035115e-25,68.1445402428716,4.53954015317244,0.3132915242110992,0.03556555826192934,0.9837369177340867,0.001276750566134735,78.98516579406632,39.53096848117805,38.822079797797436,41.224069814282636,45.737743,3.036148,6.809445,3.4870517,162.00123367635553,0.2192,1
17135.0,1756.8306986345488,0.06976442334164355,0.5304859098171291,176.58366402769846,149.68886894169344,22838.0,0.7502846133636921,147.70565188589438,98.83284845218608,111.05919169843234,0.0012042365682445452,2.9205142205196185e-08,2.3033886820364628e-12,6.064167517958254e-13,-5.816207833136563e-25,4.196807417121027e-17,-4.187878198719058e-25,68.59308802327159,4.550109485286323,0.3127213567960843,0.035692327741384644,0.9836326934051906,0.0012841071717514425,79.17935823754789,39.604723230624245,38.6175466954023,41.22179257109521,45.708084,3.0230386,6.7651725,3.5349536,162.31028496168582,0.2223,1
37.0,25.384776310850235,0.7204294594940037,0.7539299710523892,8.814064347389177,5.790441810128923,44.0,0.8409090909090909,6.863662517577698,61.82084906716632,116.92877550115449,0.0012015073238131045,2.853226834607917e-08,2.3044169383257454e-12,5.01858560865515e-13,-4.446671878879054e-25,3.605018988248054e-17,-3.058550939553352e-25,68.35139235372799,4.557059653352352,0.3104382910356107,0.035451295150969855,0.983698620928852,0.001267779737278231,79.64275351591414,39.6674695569152,38.48920799407846,41.036733491735966,45.708565,3.0218356,6.7975335,3.5629666,162.76636565507033,0.2239,1
39.0,31.79898987322333,0.4841930372183907,0.9797323695602155,16.29857722141895,3.2647837857304256,53.0,0.7358490566037735,7.046725639945928,81.55074887811439,114.92406381080306,0.0012853974833318483,1.1849963190810988e-09,3.288840724721916e-12,5.49432494954034e-13,-2.305291264860311e-25,4.97757717861034e-19,7.016731118724006e-25,80.42229826469165,4.758671883274557,0.3895785267155774,0.04741585804252533,0.9804564031516337,0.0022752887501892526,46.79753761969904,37.56179287454691,51.65249658002736,50.430779047118,47.44968,3.5717952,7.7612133,4.099685,152.21446648426812,0.2578,1
176.0,105.91168824543142,0.19714966135580483,0.9271735547254671,31.204209080056977,11.690097921193741,293.0,0.6006825938566553,14.96964127403822,99.39626599152001,111.9684391799675,0.0012862730098749785,1.754265476813681e-09,3.1786529747129676e-12,8.595105826733352e-13,-3.41446237056451e-25,-6.840728170652936e-18,1.3790453101660824e-24,80.83144052759903,4.765633177543474,0.3866498383831235,0.04711066776653729,0.9803439299606513,0.002245168835635222,47.62422595293794,38.441941528092585,51.80507774872712,50.515969776979915,47.45195,3.5741491,7.8231544,4.1542344,152.0442066877666,0.2612,1
17333.0,2122.9566363361027,0.048328270999810005,0.4824760584011989,174.23905556493835,152.61758445073704,23037.0,0.7523983157529193,148.5565920075396,89.08694592507015,109.2766361005122,0.001284436332321425,2.2650228067393103e-09,3.2373498319764058e-12,8.171879206477475e-13,-1.7831612797998226e-25,-1.5601784651499595e-17,1.317145934494128e-24,80.96571893986751,4.763986521079566,0.39008307323866986,0.04761288722912164,0.9803281743919624,0.002297569882483736,47.0579402811506,37.906168118930275,51.645586072442455,50.53907488458726,47.438942,3.5720673,7.7848864,4.149808,152.29968875055582,0.261,1
46.0,25.071067811865476,0.9181880670740605,0.881293284716808,11.157914686088965,5.2728926904384235,48.0,0.9583333333333334,7.653039857325812,94.54775637424682,109.86122886681096,0.0012620823469759058,2.1602433781771887e-08,2.0051947595571638e-12,1.4141187112693149e-12,-2.0497392657975392e-24,8.638846445788143e-17,-1.2120128289325605e-24,81.02855175564541,4.773053427681222,0.38588475170957637,0.046908583708749105,0.9802942485132089,0.002227511850791165,45.60106890627983,36.55280872998577,48.31825411974295,50.16622943133608,47.292492,3.4764462,7.342661,4.322915,156.07692307692307,0.2717,1
12732.0,1605.2316728675755,0.0620913189091285,0.3303429145471995,144.5393038883465,136.42500972420746,16262.0,0.7829295289632272,127.32197722140546,91.9023970026918,105.2538037780977,0.001280197712972813,9.017693086995968e-09,8.810561376600834e-12,1.2133726315074465e-11,-1.0233087944657995e-22,3.3490066647132963e-16,7.257904914522842e-23,135.24713428824626,7.163680990345771,0.25506964056190917,0.027813206224534405,0.9717117478414304,0.000778312723766727,38.07892540427752,35.37219464028903,57.626186750130415,52.472419291909226,47.62022,3.4732418,8.032687,4.420289,147.3358372456964,0.278,1
15402.0,1774.789068074206,0.06144596303015802,0.3790296115141596,158.71383639186223,146.8713310577749,19348.0,0.7960512714492454,140.03726456915308,27.725887222397812,105.7653406138907,0.0013604460174756637,4.927923884733114e-10,2.657417151813781e-12,5.1854537164715365e-12,1.6954569644035e-23,1.1441718824110455e-16,9.114258335518115e-24,156.48408975571772,8.288780835698075,0.1876547302389711,0.018411295099707847,0.9576914753355746,0.00034107996550064844,39.135555555555555,26.44674092240822,57.574013605442175,53.49517947630075,48.138,3.7295976,8.315215,4.02589,141.91174603174602,0.2532,1
182.0,116.87615433949868,0.16741625915912972,0.9288932198931048,32.68416395121483,12.104503495822971,317.0,0.5741324921135647,15.222667215103916,91.28696382935672,112.83814141876228,0.0012845573827708406,1.212092104494949e-09,3.2368593236899463e-12,7.67154431878127e-13,-5.380075667343154e-25,3.3272667622457556e-18,-1.0825702503147784e-24,80.94451979308347,4.770775380766241,0.38748870916607603,0.04695975464057721,0.9803328680161798,0.002233466987173598,46.864124487004105,37.55945454071807,51.68392612859097,50.42329807972379,47.4589,3.5665054,7.81125,4.1459446,152.26439808481533,0.2607,1
17347.0,2140.0926753054237,0.047595838968144344,0.4615791174002749,173.78154289438373,154.16144100862252,23851.0,0.7273070311517337,148.61657505985283,51.29898714923073,115.1780354775456,0.001259681227983796,1.892287776647955e-08,2.137646498873174e-12,1.3300837973381565e-12,-2.053896453137328e-24,9.070600006081566e-17,9.008697187585838e-25,80.81035622220357,4.759999674838854,0.38868164634374797,0.04749669103342781,0.9803472634811369,0.0022837480589644244,45.87099936748893,36.633817500272386,48.166540164452876,50.11619736612776,47.29127,3.473012,7.331941,4.291891,156.30411132194814,0.2698,1
44.0,27.485281374238568,0.7309499775961493,0.9246139943449614,12.294394572946278,4.6830018911813704,52.0,0.8461538461538461,7.48482063701911,41.58883083359672,115.11484427173825,0.0012872141177472716,9.79964737028274e-10,3.223744269675133e-12,6.28533639980643e-13,-5.340279504083529e-25,9.406306244020968e-18,-7.178343690706914e-25,80.18759841083298,4.7552511149490115,0.38708120910692884,0.047109985065037885,0.9805102464098349,0.002243145226310538,46.517165462676296,37.09281626849576,51.92390780873753,50.511604038626295,47.45896,3.5868218,7.7832046,4.077428,151.9452012383901,0.2563,1
18784.0,1662.143361113007,0.08543991897157595,0.7232166274190949,201.40149329005888,139.09215088351533,27991.0,0.6710728448429852,154.649706137145,90.65198986306513,112.90893795286476,0.0012661044113000306,8.902079683632589e-09,1.1698280139075552e-12,2.8712538602042534e-11,1.3689292516369674e-22,-2.7063939566860907e-15,-9.461083092028472e-23,111.31531337683478,5.096822309019997,0.4968247196087747,0.10845639437570134,0.9834560578658132,0.011795954034210967,88.53626943005182,29.260544285116836,68.1233654083395,31.258466278945516,45.820503,2.2349632,8.911763,3.1617827,156.54766839378237,0.1989,1
18792.0,1675.4215357060589,0.08412683029952453,0.7223456915489768,201.51026106539152,139.3508222482896,28008.0,0.6709511568123393,154.6826348516962,91.49421957006766,108.49900034962806,0.0012650092302078576,1.0280315208735813e-08,1.000356091566108e-12,2.811117837952883e-11,1.1846816343788048e-22,-2.844289300901079e-15,-9.048610873967241e-23,111.56499725036086,5.111832182015698,0.4957066848249117,0.10852482848653534,0.9834210737636355,0.011810760511167768,88.1955406035901,29.216308964850313,68.10122044053729,31.10254313096547,45.813595,2.206153,8.880909,3.146777,156.7859440610957,0.1979,1
18792.0,1699.9007204258874,0.0817213630274713,0.7215892177355351,201.35280127883047,139.40086490147678,28017.0,0.670735624799229,154.6826348516962,0.0,116.75460894331879,0.001262214083693646,1.0751024368647364e-08,9.605699348134415e-13,2.9156101901942254e-11,1.1871212998961137e-22,-3.017864149748715e-15,-9.856533952303671e-23,111.83546625086197,5.128761928755726,0.4945934634569434,0.1085832804674281,0.9833914783082579,0.01182353390471702,87.82299928787172,29.44008101101452,68.01284286521131,31.46222618516249,45.816402,2.2135603,8.861347,3.1426885,156.80551531075804,0.1975,1
18799.0,1673.137264458597,0.08438812018629858,0.7224005456877275,201.497649181734,139.33055432574977,27961.0,0.6723293158327671,154.7114417277414,87.64053269347762,108.9347474333262,0.0012633971674236855,9.347337888238171e-09,1.1185417427034156e-12,2.9877579102636974e-11,1.400217831576579e-22,-2.886272084469532e-15,-1.0112524494831947e-22,111.42740769305267,5.106211422694614,0.4953056313025811,0.10661327558789427,0.9834571341132485,0.0114010910876901,88.63323464100667,29.421668338150244,67.98744140143104,31.33799670047444,45.809307,2.217745,8.865667,3.1676118,156.56686405132,0.1992,1
12353.0,971.193000900063,0.16457761226648596,0.7916812457312973,170.10405181413572,103.92241182836612,14724.0,0.8389703884813909,125.41263132600905,71.6703787691222,109.61277846683983,0.0014572067922287934,9.036211751726608e-08,4.0382610120470825e-11,5.98878952405506e-11,-1.125756049684569e-21,-1.5649417164064005e-14,-2.7214914849970615e-21,116.99788568082603,6.030051499181682,0.39472485197218143,0.08899337210017802,0.985032763616042,0.007936523265038575,79.45961111111112,35.6492376708876,67.08455555555555,39.47646226019053,46.21181,2.3292444,8.837196,3.2913768,130.031,0.2069,1
15362.0,1356.6437943888955,0.10488798049818297,0.5959631324970341,165.57134172760632,132.9557405063179,19188.0,0.8006045445069835,139.85530338968763,94.00960731584833,104.51493347426404,0.0014853265655851453,6.42439965734064e-09,6.996356419147995e-11,7.921099725489239e-11,2.4575285954269048e-21,5.077026368311403e-16,-5.36026575437394e-21,177.59157537948855,8.193605468222113,0.25302634994795137,0.04610829748013645,0.974358636660722,0.0021308954835436086,81.57164444444444,33.00457443658753,70.3424,38.49726925403642,46.218662,2.37416,9.257357,3.1830902,130.01697777777778,0.2002,1
18799.0,1684.4154390516487,0.08326184534032864,0.7222884314689932,201.4241778393597,139.30333941374545,28007.0,0.6712250508801371,154.7114417277414,13.862943611198906,114.34055402812444,0.0012629464121922474,9.414754845206995e-09,1.0686935674277104e-12,2.983405420061901e-11,1.4039333253595557e-22,-2.8913522650949003e-15,9.310343831490569e-23,112.09632544643594,5.136265841039159,0.4944082496048864,0.10855656374708963,0.9833520022361713,0.01181976083731243,87.76535899333827,29.44961471161193,68.06785097458672,31.429564160618295,45.81435,2.2262826,8.9057255,3.1571796,156.5884036516161,0.1985,1
18786.0,1696.143361113007,0.08205762016490241,0.7227180731829465,201.43314192393257,139.2190973010621,27963.0,0.6718163287200944,154.65793897306006,93.26878188224134,108.2329210371008,0.0012633973795020859,9.350037196538596e-09,1.1177593458249366e-12,2.9880604103453596e-11,1.3992059397911032e-22,-2.8869901997112643e-15,1.0120687234098792e-22,111.53101260866114,5.117677406011175,0.494372259484296,0.10628542563385346,0.9834435448624529,0.011332079638726377,88.6615593387614,29.50824555731761,68.00824080927708,31.380021982296597,45.801495,2.2117138,8.879182,3.141584,156.56205280039478,0.1975,1
18780.0,1683.6286424872453,0.08325545291032183,0.7226338593137127,201.4169116791732,139.22561473565227,27953.0,0.6718420205344686,154.63323915034036,91.28696382935672,112.55242227381274,0.0012661274633064793,8.902339794294052e-09,1.167934868275927e-12,2.8715680886673862e-11,1.3683775589870636e-22,-2.7067795336959915e-15,9.450172534082685e-23,111.53367604050618,5.116246783319872,0.4956355226748309,0.10842605770631922,0.9834241086314267,0.011788239415737735,88.66859116703677,29.384848047222278,68.18798420922774,31.223840567672926,45.81661,2.23974,8.912049,3.1556394,156.5385886997286,0.1984,1
12104.0,1338.5504320004434,0.08489244843682513,0.5312950980055119,145.84832757409214,123.56078177406992,15262.0,0.7930808544096448,124.14222267010692,97.50394646402302,112.04237641759403,0.0013501922125201266,9.526397158887075e-08,1.5453387557033663e-12,3.588142024167036e-13,-2.542482723759307e-25,1.1010527206699083e-16,-8.214027707745142e-26,68.73929340159195,3.8737181579285833,0.4422883058288587,0.0721063581727192,0.9806127119272003,0.005280671556686479,60.99571414332702,43.138329366712824,48.04500149506628,48.45019738673942,46.32382,2.9999356,7.2197905,4.2295,149.77304893850294,0.2659,1
12113.0,1309.0945878777277,0.0888217392626629,0.5320511722170465,145.93728192938462,123.56687708871326,15227.0,0.7954948446837854,124.18836743180509,86.87610843707368,113.73950712679641,0.0013508051491783832,9.548033527179812e-08,1.5393325666466757e-12,3.6428867641986284e-13,-1.62753027026552e-25,1.0745778790621828e-16,-2.189246264885514e-25,68.9213157304149,3.8750185652338547,0.4419185844796932,0.07148153206797415,0.9805565781461025,0.0051931579429748895,60.61985448021529,42.94427803730637,47.910644871922656,48.27950016170854,46.318604,3.0011988,7.2523375,4.2882233,149.7035781919665,0.2695,1
